2017-11-07 22-42-46:Test 1
2017-11-07 22-42-49:Test 1
2017-11-20 20-00-44 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-00-48 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-00-52 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-00-57 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-01-01 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-01-05 : Telegram - offset_check: 100888987, offset_compare: 100888987
2017-11-20 20-01-10 : Telegram - offset_check: 100888988, offset_compare: 100888987
2017-11-20 20-01-11 : /balance
2017-11-20 20-02-22 : Telegram - offset_check: 100888988, offset_compare: 100888988
2017-11-20 20-02-26 : Telegram - offset_check: 100888988, offset_compare: 100888988
2017-11-20 20-02-31 : Telegram - offset_check: 100888989, offset_compare: 100888988
2017-11-20 20-02-32 : /balance
2017-11-20 20-04-28 : Telegram - offset_check: 100888989, offset_compare: 100888989
2017-11-20 20-04-32 : Telegram - offset_check: 100888990, offset_compare: 100888989
2017-11-20 20-04-33 : /balance
2017-11-20 20-04-39 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-04-44 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-04-48 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-04-53 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-04-57 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-01 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-05 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-10 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-14 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-18 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-23 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-27 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-32 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-36 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-40 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-45 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-49 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-54 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-05-58 : Telegram - offset_check: 100888990, offset_compare: 100888990
2017-11-20 20-06-02 : Telegram - offset_check: 100888991, offset_compare: 100888990
2017-11-20 20-06-04 : /stoplistener
2017-11-20 20-08-15 : Telegram - offset_check: 100888991, offset_compare: 100888991
2017-11-20 20-08-19 : Telegram - offset_check: 100888991, offset_compare: 100888991
2017-11-20 20-08-23 : Telegram - offset_check: 100888992, offset_compare: 100888991
2017-11-20 20-08-25 : /stoplistener
2017-11-20 20-08-33 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-37 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-41 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-45 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-50 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-54 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-08-58 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-09-03 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-09-07 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-09-11 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-09-15 : Telegram - offset_check: 100888992, offset_compare: 100888992
2017-11-20 20-09-20 : Telegram - offset_check: 100888993, offset_compare: 100888992
2017-11-20 20-09-21 : /balance
2017-11-20 20-09-28 : Telegram - offset_check: 100888993, offset_compare: 100888993
2017-11-20 20-09-32 : Telegram - offset_check: 100888993, offset_compare: 100888993
2017-11-20 20-09-36 : Telegram - offset_check: 100888993, offset_compare: 100888993
2017-11-20 20-09-40 : Telegram - offset_check: 100888993, offset_compare: 100888993
2017-11-20 20-09-45 : Telegram - offset_check: 100888993, offset_compare: 100888993
2017-11-20 20-09-49 : Telegram - offset_check: 100888994, offset_compare: 100888993
2017-11-20 20-09-50 : /stoplistener
2017-11-20 20-11-12 : Telegram - offset_check: 100888994, offset_compare: 100888994
2017-11-20 20-11-17 : Telegram - offset_check: 100888995, offset_compare: 100888994
2017-11-20 20-11-18 : /balance
2017-11-20 20-11-24 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-28 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-32 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-37 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-41 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-45 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-50 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-54 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-11-58 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-02 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-07 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-11 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-16 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-20 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-24 : Telegram - offset_check: 100888995, offset_compare: 100888995
2017-11-20 20-12-28 : Telegram - offset_check: 100888996, offset_compare: 100888995
2017-11-20 20-12-30 : /stoplistener
2017-11-20 20-12-38 : Telegram - offset_check: 100888996, offset_compare: 100888996
2017-11-20 20-12-42 : Telegram - offset_check: 100888997, offset_compare: 100888996
2017-11-20 20-12-43 : /balance
2017-11-20 20-13-21 : Telegram - offset_check: 100888998, offset_compare: 100888997
2017-11-20 20-13-22 : /balance
2017-11-20 20-13-28 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-32 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-37 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-41 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-45 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-50 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-55 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-13-59 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-04 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-08 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-12 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-17 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-21 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-26 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-30 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-34 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-38 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-43 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-47 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-51 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-14-56 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-00 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-04 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-08 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-13 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-17 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-35 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-39 : Telegram - offset_check: 100888998, offset_compare: 100888998
2017-11-20 20-15-43 : Telegram - offset_check: 100888999, offset_compare: 100888998
2017-11-20 20-15-45 : /balance
2017-11-20 20-16-27 : Telegram - offset_check: 100888999, offset_compare: 100888999
2017-11-20 20-16-31 : Telegram - offset_check: 100889000, offset_compare: 100888999
2017-11-20 20-16-33 : /balance
2017-11-20 20-17-44 : Telegram - offset_check: 100889001, offset_compare: 100889000
2017-11-20 20-17-45 : /balance
2017-11-20 20-17-51 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-17-55 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-17-59 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-18-04 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-18-08 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-18-12 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-18-28 : Telegram - offset_check: 100889001, offset_compare: 100889001
2017-11-20 20-18-33 : Telegram - offset_check: 100889002, offset_compare: 100889001
2017-11-20 20-18-34 : /balance
2017-11-20 20-18-40 : Telegram - offset_check: 100889002, offset_compare: 100889002
2017-11-20 20-18-44 : Telegram - offset_check: 100889002, offset_compare: 100889002
2017-11-20 20-18-49 : Telegram - offset_check: 100889002, offset_compare: 100889002
2017-11-20 20-18-53 : Telegram - offset_check: 100889003, offset_compare: 100889002
2017-11-20 20-18-54 : /stoplistener
2017-11-20 22-35-16 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-21 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-25 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-29 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-34 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-39 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-43 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-47 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-52 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-35-56 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-36-00 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-36-05 : Telegram - offset_check: 100889006, offset_compare: 100889006
2017-11-20 22-36-09 : Telegram - offset_check: 100889007, offset_compare: 100889006
2017-11-20 22-36-10 : /new
2017-11-20 22-36-13 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-17 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-22 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-26 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-30 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-35 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-39 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-43 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-48 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-52 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-36-57 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-37-01 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-37-05 : Telegram - offset_check: 100889007, offset_compare: 100889007
2017-11-20 22-37-10 : Telegram - offset_check: 100889008, offset_compare: 100889007
2017-11-20 22-37-11 : s usdt btc 8085 10 0.5 100
2017-11-20 22-37-30 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-34 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-39 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-43 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-48 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-52 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-37-56 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-01 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-05 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-09 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-14 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-18 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-22 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-27 : Telegram - offset_check: 100889008, offset_compare: 100889008
2017-11-20 22-38-31 : Telegram - offset_check: 100889009, offset_compare: 100889008
2017-11-20 22-38-32 : /new
2017-11-20 22-38-35 : Telegram - offset_check: 100889009, offset_compare: 100889009
2017-11-20 22-38-39 : Telegram - offset_check: 100889010, offset_compare: 100889009
2017-11-20 22-38-41 : s usdt btc 8500 10 0.5 100
2017-11-20 22-39-00 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-05 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-09 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-14 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-18 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-22 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-27 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-31 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-35 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-40 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-45 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-49 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-53 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-39-58 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-02 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-06 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-11 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-15 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-19 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-24 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-28 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-32 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-37 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-41 : Telegram - offset_check: 100889010, offset_compare: 100889010
2017-11-20 22-40-49 : Telegram - offset_check: 100889010, offset_compare: 100889010
